RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021
394404,10,"Boston, MA",Msa,MA,558000,589900,624900,629900,625000,600000,569900,549900,549990,549900,539999,539020,549000,550000,599000,600000,615500,600000,599900,599000,594900,599000,594900,589900,589900,610000,643900,639000,650000,671395,679000,679900,679900,699900,699000,695000,700000,759000,749900,725000,735000,719000,699900,689900,699000,699900,687678,699900
395057,11,"San Francisco, CA",Msa,CA,799000,890000,949950,978888,998000,987000,905000,879000,889000,883000,849000,799999,799900,877777,949000,959000,995000,968000,936782,910000,949000,940000,925950,879000,879000,975000,995000,979000,1065000,1149000,1175000,1155000,1173000,1150000,1195000,1155000,1150000,1149999,1188000,1195000,1155000,1147000,1075000,999000,998000,995000,968800,945000
394532,12,"Detroit, MI",Msa,MI,214900,224900,244000,264900,275000,279000,269900,259000,249900,244500,235000,225000,225000,230000,249900,269999,279900,283900,275000,265000,250900,249000,239900,229900,225000,225000,240000,248000,269000,299000,299900,299900,284900,284900,275000,265000,269650,279000,297900,310900,319000,312500,299900,280000,264900,250000,238500,219900
395025,13,"Riverside, CA",Msa,CA,400000,410000,419999,425000,425000,425000,419900,415000,412800,409000,405000,399900,408000,414900,424500,426000,430000,434999,434900,429900,424500,424900,420000,420000,424900,430000,439000,438900,449000,469000,489000,499900,508000,505000,510000,515000,509800,505500,515000,535800,545000,549000,550000,550000,550000,559900,559900,555000
394976,14,"Phoenix, AZ",Msa,AZ,345000,349999,359900,359990,360000,355000,349900,345000,345000,343000,340000,344000,349000,350000,358995,364056,365000,367999,365000,369900,370000,369900,375000,379000,388000,395000,399777,376000,385000,399900,410000,414900,415417,410000,405000,410000,419000,419700,429900,445000,464000,472000,475000,475000,475000,484950,486000,485000
395078,15,"Seattle, WA",Msa,WA,545950,579900,615000,620000,625000,619900,599900,589950,585000,589995,579950,582500,599950,629850,664595,690000,675000,667500,657500,649950,649900,650000,650000,651995,675000,695000,699900,675000,699900,714950,722800,720000,712000,699800,699950,699950,720000,739950,749950,759000,759950,750000,749000,724950,725000,725000,724990,720000
394865,16,"Minneapolis-St Paul, MN",Msa,MN,382881,398620,409113,398620,393374,387183,376691,367142,366093,358853,356649,366198,380009,398620,411212,407644,398620,393374,388128,377740,367247,367142,367247,377635,392891,404706,408169,398715,403972,409113,408169,398620,388128,386029,386134,393479,394900,401990,414990,409000,409900,400000,399900,390000,389900,389000,393990,410515
395056,17,"San Diego, CA",Msa,CA,750000,789000,789000,799000,798300,792000,769000,749000,729000,715900,700000,708900,719000,739900,769000,795000,799000,799000,790000,799000,799000,789000,795000,799000,798000,825000,849000,799900,845000,899000,949900,949000,929700,899000,889000,899000,898900,899000,899000,899900,899000,898000,875000,875000,874900,875000,879000,881900
395121,18,"St. Louis, MO",Msa,MO,189900,196900,208300,219824,224900,222900,219900,219900,219900,219900,214900,208900,207870,215000,229999,239900,246900,248500,245000,240800,239900,236900,234500,229000,234900,240000,244900,249000,259900,265000,263900,259900,257990,255900,249900,248000,251500,264995,271620,285000,276000,274900,265000,258000,254900,249900,245000,250000
395148,19,"Tampa, FL",Msa,FL,279430,281900,289900,299000,299300,299000,295000,289900,285000,284000,279900,279000,279000,281990,292000,299900,304900,301995,299900,299900,299000,296990,294000,290000,290000,295000,299500,293990,299999,318000,325000,330000,334000,335640,330000,330000,325000,325900,340000,354900,369990,375000,385000,389000,389999,399000,405000,413900
394358,20,"Baltimore, MD",Msa,MD,299999,305000,319999,329900,349000,350000,350000,348900,339900,337500,325000,319000,318500,319900,329990,349900,350000,355000,357500,349900,343945,339000,329900,320000,322201,330000,344900,349900,359900,369900,372900,365000,359900,360000,349000,339900,339900,354900,369900,369900,379900,375000,374888,359900,358990,349000,342500,339900
394530,21,"Denver, CO",Msa,CO,561703,567474,562664,555932,536987,524192,508803,500146,497934,480910,480909,495337,504955,524192,543332,538619,529001,528905,515439,504955,504946,504955,514477,524096,538619,562568,572283,552219,557752,576996,586614,577092,568259,570000,579000,594990,585000,599900,605900,625000,639300,649000,649000,640145,646595,643900,647490,650000
394982,22,"Pittsburgh, PA",Msa,PA,163899,165000,172500,175000,179900,179900,175000,175000,174999,172900,169900,167500,164900,168000,176900,185900,189900,194900,195000,194900,190000,184900,179900,175000,178000,185000,194900,190000,199900,219900,225000,220000,221900,228000,225000,224900,225000,229900,235000,249900,249000,239900,229900,225000,225000,220000,214900,200000
394998,23,"Portland, OR",Msa,OR,494999,499995,524000,522900,522900,517900,499900,494500,485000,480000,479900,479900,485100,495000,499999,504000,509000,500000,499000,497900,489900,485000,485000,489000,499000,514215,519000,499900,519900,525000,535000,537450,547500,549950,571900,579900,569000,575000,599000,609947,625000,624900,617000,599900,599000,591000,589900,595000
394458,24,"Charlotte, NC",Msa,NC,328488,332354,338249,347913,349749,347817,338249,333417,328488,323269,317954,314088,314088,325685,337283,341631,348238,347817,338249,337283,333320,332441,331474,333417,333417,339119,347817,338249,352649,362410,371977,368244,369653,370900,370743,370990,369900,377539,389900,401625,411995,415000,413155,408499,411000,418000,411440,406000
395045,25,"Sacramento, CA",Msa,CA,469000,480000,489999,499000,499000,495000,489000,479950,470000,469000,465000,465000,472059,489000,500000,520000,525000,530500,529000,525000,519000,509950,510000,520000,525126,539950,549000,535000,540000,554900,569000,575000,589900,594615,599000,599000,603922,599900,599000,633000,629000,629900,635000,625500,629000,635000,639990,650000
395055,26,"San Antonio, TX",Msa,TX,284000,284479,289900,299000,299900,299500,295000,289000,284900,280000,282000,282500,280000,280000,285000,291436,295500,295000,290000,286500,285000,280650,279900,279000,279000,280900,289700,289900,294000,299999,302999,299969,299000,295000,290000,289900,289900,295000,301570,307990,310510,329900,347900,349000,347990,347244,340000,345088
394943,27,"Orlando, FL",Msa,FL,319900,325000,335417,340000,343000,340000,339000,334900,329900,324913,319900,319000,317060,320000,329000,339900,344900,344900,340000,339900,339900,339000,339000,339900,340000,349000,350000,339000,344900,350000,359900,360000,363800,359900,360000,364900,359900,369500,380000,394035,399000,400000,408990,410000,415000,425000,422475,422990
394466,28,"Cincinnati, OH",Msa,OH,225000,240000,259900,279500,282500,275500,269000,255000,250000,249000,244000,237000,239000,259900,279000,289900,299000,297000,294900,285000,279900,269950,268000,264900,269900,296900,315000,324900,340000,359500,359900,349900,329900,322990,318500,320400,325000,339900,350000,364900,382400,373400,350000,340308,339900,339900,342990,349836
394475,29,"Cleveland, OH",Msa,OH,163000,167900,174900,183900,187900,189900,189900,185900,184900,184000,179900,179500,178900,184500,189900,199000,200000,205900,200000,198500,194900,189900,184900,180000,180000,187000,199900,200000,216405,224900,229900,224900,209900,205000,199000,194900,200000,220000,239900,249900,248900,234900,225000,214900,200000,194900,195900,192500
394735,30,"Kansas City, MO",Msa,MO,260000,269950,279900,277000,279000,278000,274900,270000,279900,299000,293531,298500,309900,325000,339900,340000,344250,335000,324900,314900,310000,310000,309000,309500,320000,337000,350000,350000,369000,375000,369900,359900,349950,349000,345300,346475,350000,380000,393000,398000,402900,395000,379995,369000,369000,374900,384500,405900
394775,31,"Las Vegas, NV",Msa,NV,305000,307000,310000,345000,369000,369900,365000,359900,349900,344000,336000,334900,329900,325000,329900,335000,339999,340000,342387,339990,339000,339900,340000,342900,345000,360000,374900,350000,351900,362946,373999,375000,370000,370000,371156,370489,375000,385000,411990,430000,450000,465000,460000,470000,480000,489000,498500,505000
394492,32,"Columbus, OH",Msa,OH,269900,299900,300000,318500,321000,319900,315000,299500,284900,279900,274900,264900,265000,289900,319000,324900,329000,329900,328000,309675,295000,285000,279990,279900,289900,309900,325000,324999,345000,359800,349990,338920,320000,326900,326990,325000,324990,335644,347686,350553,356945,350700,350000,349900,339900,349900,364990,368900
394705,33,"Indianapolis, IN",Msa,IN,214900,228000,249900,290000,290000,284900,275000,259900,250000,239900,229999,229000,230000,245000,269900,287500,289900,287000,281760,274900,274800,265000,258870,254000,260000,274900,289000,294900,308900,324900,319900,314900,298900,284900,279245,274900,277900,284900,295000,300000,301900,300000,299900,305000,307900,305000,310000,319900
395059,34,"San Jose, CA",Msa,CA,1100000,1199888,1298000,1300000,1348888,1298000,1289000,1200000,1198000,1198000,1150000,1098000,1100000,1198000,1225000,1249900,1275000,1249000,1199000,1199000,1199000,1199000,1199000,1150000,1195000,1250000,1298800,1269900,1320000,1383000,1398800,1399888,1399000,1398000,1438000,1450000,1475000,1450000,1475000,1490000,1499000,1478000,1437000,1399000,1424950,1450000,1460995,1480000
394355,35,"Austin, TX",Msa,TX,344572,353522,357102,362472,357996,357908,353522,344572,340008,335622,331147,326583,326583,334727,346362,353550,353468,340088,327135,326663,319542,315029,317722,313158,317378,327200,339968,341887,357102,371422,379477,384847,393349,395000,399000,391731,399000,431990,459900,489900,500000,508614,525000,524817,529000,527044,525000,525000
395194,36,"Virginia Beach, VA",Msa,VA,275000,275000,284000,289900,290000,295000,294900,291500,290000,289000,287000,285000,289900,295000,299999,309000,310000,310990,314000,310000,309500,309900,314500,314900,314900,319000,329900,335000,344990,350000,354990,355175,350000,344000,335000,329500,324900,325000,325000,325000,319990,315000,310000,309000,310000,305000,300000,305000
394902,37,"Nashville, TN",Msa,TN,379000,384000,385000,389900,385000,379900,374900,369900,369900,365000,360000,359990,359900,359900,368000,370000,374900,374900,369900,365000,360000,360000,359900,359900,357900,359900,364900,364900,372900,379900,385000,386900,390000,389900,384900,385800,390900,415000,420000,425000,439900,453000,459900,454990,458240,468000,469900,464663
395005,38,"Providence, RI",Msa,RI,368080,377935,389738,395261,400568,400568,405007,400568,395153,384432,378909,378909,378909,384432,406090,411397,421251,421251,421792,416919,411397,410422,405982,395153,399593,411397,427748,432080,441826,460236,471065,465542,,433055,432080,433055,434900,469900,449000,450000,450000,479000,479900,469000,449900,459900,449900,449900
394862,39,"Milwaukee, WI",Msa,WI,219500,229900,249900,259900,267900,270000,269900,258000,249900,244900,239900,234900,239900,245000,245000,239900,244900,249900,245995,239900,230000,227500,224900,214900,219900,234900,249900,255000,269000,269900,269900,254900,245000,239900,232000,224900,219900,225000,229900,238000,245000,229900,214900,209900,205000,199900,199900,189900
394714,40,"Jacksonville, FL",Msa,FL,310000,315000,319900,323900,320000,319900,312400,309000,299990,299000,297900,299900,299000,299990,310000,315000,325000,319000,308990,304900,299990,299990,299900,298990,300000,309990,314900,307990,319900,324900,325000,320000,319000,315790,309500,309990,310000,315990,329990,346990,359835,355000,357400,361950,369900,369990,371900,375000
394849,41,"Memphis, TN",Msa,TN,179476,179476,182074,188828,188828,202997,204981,206870,207720,207720,206398,198369,198369,201108,207720,212538,222834,221984,221984,221890,220534,221890,221984,221984,218111,221984,231430,231430,240876,250240,254006,251456,240876,244655,245599,238978,240500,239700,247000,250000,261990,259000,259900,265000,265000,270000,270000,259900
394935,42,"Oklahoma City, OK",Msa,OK,236521,243719,251946,255031,256574,255031,253900,248758,249879,249375,248758,246702,256060,262230,272513,280740,282694,277552,275495,267269,267371,269839,269428,267371,272513,281585,284339,284853,295137,306963,303107,298171,296427,296268,293492,292705,294400,304990,315490,325340,325000,320500,316900,311340,309901,309900,314340,321900
394807,43,"Louisville-Jefferson County, KY",Msa,KY,239000,255000,269900,274900,279900,279900,269900,269900,269600,268900,259900,255000,257900,269900,280000,294000,299900,295000,289990,279900,274900,264900,253000,249500,249900,265900,289000,295900,300000,305000,299900,296000,274900,274990,265000,265000,269900,279900,290000,298840,300000,299900,298500,295000,283990,284900,280000,282990
394669,44,"Hartford, CT",Msa,CT,298028,308308,320747,323831,327943,327943,318588,308308,308308,308308,308308,308308,308308,308308,317663,327841,328971,334009,323831,318588,318588,313551,308308,308308,307897,315504,334009,334112,349532,364953,378317,369990,359812,359812,359710,357755,359900,389000,389900,399000,389000,359900,350000,349500,349900,344900,349000,349900
395022,45,"Richmond, VA",Msa,VA,302905,313448,331221,339580,344700,339580,339580,334304,329130,323803,315548,313406,313406,323897,343760,354208,355201,355149,354731,344272,339528,334251,329131,334251,338535,344282,355243,365649,376140,389733,391463,390256,386547,388950,391990,395900,399500,404900,414950,410000,405950,397950,385990,389000,390000,395650,399950,419990
