GEO_ID,GeographicAreaName, Total
1600000US0607750,"Bowles, CA",158
1600000US0607848,"Boyes Hot Springs, CA",6215
1600000US0607946,"Bradbury, CA",921
1600000US0607974,"Bradley, CA",69
1600000US0608058,"Brawley, CA",26416
1600000US0608100,"Brea, CA",47325
1600000US0608142,"Brentwood, CA",64292
1600000US0608172,"Bret Harte, CA",5135
1600000US0608240,"Bridgeport, CA",553
1600000US0608310,"Brisbane, CA",4851
1600000US0608338,"Broadmoor, CA",4411
1600000US0608478,"Brookdale, CA",2043
1600000US0608506,"Brooks, CA",31
1600000US0608530,"Brooktrails, CA",3632
1600000US0608680,"Buckhorn, CA",2597
1600000US0608716,"Buck Meadows, CA",21
1600000US0608744,"Bucks Lake, CA",22
1600000US0608758,"Buellton, CA",5161
1600000US0608786,"Buena Park, CA",84034
1600000US0608828,"Buena Vista, CA",542
1600000US0608954,"Burbank, CA",107337
1600000US0608968,"Burbank, CA",4940
1600000US0609066,"Burlingame, CA",31386
1600000US0609122,"Burney, CA",3000
1600000US0609150,"Burnt Ranch, CA",250
1600000US0609310,"Butte Creek Canyon, CA",780
1600000US0609318,"Butte Meadows, CA",74
1600000US0609324,"Butte Valley, CA",945
1600000US0609332,"Buttonwillow, CA",1337
1600000US0609346,"Byron, CA",1140
1600000US0609353,"Bystrom, CA",3957
1600000US0609360,"Cabazon, CA",2629
1600000US0609598,"Calabasas, CA",23241
1600000US0609710,"Calexico, CA",38633
1600000US0609780,"CA , CA",14973
1600000US0609822,"CA Hot Springs, CA",50
1600000US0609834,"CA Pines, CA",473
1600000US0609835,"CA Polytechnic State University, CA",8583
1600000US0609864,"Calimesa, CA",10026
1600000US0609878,"Calipatria, CA",6515
1600000US0609892,"Calistoga, CA",5228
1600000US0609948,"Callender, CA",1282
1600000US0609990,"Calpella, CA",799
1600000US0610004,"Calpine, CA",223
1600000US0610032,"Calwa, CA",1776
1600000US0610042,"Camanche North Shore, CA",1070
1600000US0610044,"Camanche Village, CA",964
1600000US0610046,"Camarillo, CA",70741
1600000US0610074,"Cambria, CA",5678
1600000US0610088,"Cambrian Park, CA",3719
1600000US0610256,"Cameron Park, CA",18881
1600000US0610270,"Camino, CA",1871
1600000US0610301,"Camino Tassajara, CA",4951
1600000US0610345,"Campbell, CA",43959
1600000US0610494,"Camp Nelson, CA",106
1600000US0610508,"Campo, CA",2955
1600000US0610554,"Camp Pendleton Mainside, CA",9683
1600000US0610561,"Camp Pendleton South, CA",12468
1600000US0610676,"Camptonville, CA",158
1600000US0610732,"Canby, CA",183
1600000US0610816,"Cantua Creek, CA",500
1600000US0610914,"Canyondam, CA",30
1600000US0610928,"Canyon Lake, CA",11082
1600000US0611040,"Capitola, CA",9938
1600000US0611166,"Caribou, CA",1
1600000US0611194,"Carlsbad, CA",114746
1600000US0611250,"Carmel-by-the-Sea, CA",3220
1600000US0611324,"Carmel Valley Village, CA",4524
1600000US0611376,"Carmet, CA",55
1600000US0611390,"Carmichael, CA",79793
1600000US0611418,"Carnelian Bay, CA",518
1600000US0611446,"Carpinteria, CA",13264
1600000US0611481,"Carrick, CA",143
1600000US0611530,"Carson, CA",95558
1600000US0611600,"Cartago, CA",62
1600000US0611614,"Caruthers, CA",2613
1600000US0611656,"Casa Conejo, CA",3267
1600000US0611691,"Casa de Oro-Mount Helix, CA",19576
1600000US0611696,"Casa Loma, CA",1804
1600000US0611754,"Casmalia, CA",147
1600000US0611768,"Caspar, CA",500
1600000US0611782,"Cassel, CA",207
1600000US0611796,"Castaic, CA",18937
1600000US0611824,"Castella, CA",214
1600000US0611915,"Castle Hill, CA",1271
1600000US0611964,"Castro Valley, CA",66441
1600000US0611978,"Castroville, CA",7515
1600000US0612048,"Cathedral , CA",51493
1600000US0612062,"Catheys Valley, CA",829
1600000US0612132,"Cayucos, CA",2505
1600000US0612146,"Cazadero, CA",298
1600000US0612216,"Cedar Flat, CA",797
1600000US0612300,"Cedar Ridge, CA",1235
1600000US0612314,"Cedar Slope, CA",10
1600000US0612328,"Cedarville, CA",437
1600000US0612412,"Centerville  (Fresno County), CA",378
1600000US0612415,"Centerville  (Shasta County), CA",2095
1600000US0612524,"Ceres, CA",49302
1600000US0612552,"Cerritos, CA",49578
1600000US0612594,"Chalfant, CA",660
1600000US0612612,"Challenge-Brownsville, CA",1161
1600000US0612669,"Channel Islands Beach, CA",2870
1600000US0612730,"Charleston View, CA",45
1600000US0612734,"Charter Oak, CA",9739
1600000US0612818,"Cherokee, CA",88
1600000US0612860,"Cherokee Strip, CA",206
1600000US0612902,"Cherryland, CA",15808
1600000US0612916,"Cherry Valley, CA",6509
1600000US0612930,"Chester, CA",2187
1600000US0613014,"Chico, CA",101475
1600000US0613077,"Chilcoot-Vinton, CA",446
1600000US0613157,"China Lake Acres, CA",1757
1600000US0613182,"Chinese Camp, CA",90
1600000US0613210,"Chino, CA",91403
1600000US0613214,"Chino Hills, CA",78411
1600000US0613278,"Choctaw Valley, CA",237
1600000US0613294,"Chowchilla, CA",19039
1600000US0613364,"Chualar, CA",1185
1600000US0613392,"Chula Vista, CA",275487
1600000US0613560,"Citrus, CA",10243
1600000US0613588,"Citrus Heights, CA",87583
1600000US0613756,"Claremont, CA",37266
1600000US0613784,"Clarksburg, CA",402
1600000US0613854,"Clay, CA",1252
1600000US0613882,"Clayton, CA",11070
1600000US0613910,"Clear Creek, CA",175
1600000US0613945,"Clearlake, CA",16685
1600000US0613966,"Clearlake Oaks, CA",2551
1600000US0613985,"Clearlake Riviera, CA",3410
1600000US0614008,"Cleone, CA",622
1600000US0614106,"Clio, CA",77
1600000US0614148,"Clipper Mills, CA",160
1600000US0614190,"Cloverdale, CA",8996
1600000US0614218,"Clovis, CA",120124
1600000US0614232,"Clyde, CA",729
1600000US0614260,"Coachella, CA",41941
1600000US0614274,"Coalinga, CA",17590
1600000US0614288,"Coarsegold, CA",4144
1600000US0614302,"Cobb, CA",1295
1600000US0614406,"Coffee Creek, CA",152
1600000US0614442,"Cohasset, CA",830
1600000US0614450,"Cold Springs  (El Dorado County), CA",556
1600000US0614454,"Cold Springs  (Tuolumne County), CA",123
1600000US0614484,"Coleville, CA",419
1600000US0614498,"Colfax, CA",1995
1600000US0614554,"College , CA",292
1600000US0614708,"Collierville, CA",2094
1600000US0614736,"Colma town, CA",1507
1600000US0614764,"Coloma, CA",521
1600000US0614890,"Colton, CA",53909
1600000US0614904,"Columbia, CA",2577
1600000US0614946,"Colusa, CA",6411
1600000US0614974,"Commerce, CA",12378
1600000US0615030,"Comptche, CA",167
1600000US0615044,"Compton, CA",95740
1600000US0616000,"Concord, CA",125410
1600000US0616035,"Concow, CA",402
1600000US0616090,"Contra Costa Centre, CA",6808
1600000US0616210,"Copperopolis, CA",3400
1600000US0616224,"Corcoran, CA",22339
1600000US0616322,"Corning, CA",8244
1600000US0616350,"Corona, CA",157136
1600000US0616378,"Coronado, CA",20192
1600000US0616420,"Coronita, CA",2639
1600000US0616434,"Corralitos, CA",2342
1600000US0616462,"Corte Madera town, CA",10222
1600000US0616532,"Costa Mesa, CA",111918
1600000US0616560,"Cotati, CA",7584
1600000US0616580,"Coto de Caza, CA",14710
1600000US0616623,"Cottonwood  (Kern County), CA",3971
1600000US0616630,"Cottonwood  (Shasta County), CA",6268
1600000US0616644,"Coulterville, CA",115
1600000US0616651,"Country Club, CA",10777
1600000US0616714,"Courtland, CA",326
1600000US0616728,"Covelo, CA",1394
1600000US0616742,"Covina, CA",51268
1600000US0616762,"Cowan, CA",342
1600000US0616886,"Crane Creek, CA",29
1600000US0617022,"Crescent , CA",6673
1600000US0617050,"Crescent Mills, CA",206
1600000US0617078,"Cressey, CA",366
1600000US0617106,"Crest, CA",2828
1600000US0617162,"Crestline, CA",11650
1600000US0617232,"Creston, CA",98
1600000US0617267,"C-Road, CA",140
1600000US0617274,"Crockett, CA",3242
1600000US0617288,"Cromberg, CA",272
1600000US0617372,"Crowley Lake, CA",980
1600000US0617428,"Crows Landing, CA",322
1600000US0617498,"Cudahy, CA",22811
1600000US0617568,"Culver , CA",40779
1600000US0617610,"Cupertino, CA",60381
1600000US0617708,"Cutler, CA",4480
1600000US0617722,"Cutten, CA",3223
1600000US0617727,"Cuyama, CA",37
1600000US0617750,"Cypress, CA",50151
1600000US0617876,"Dales, CA",28
1600000US0617918,"Daly , CA",104901
1600000US0617946,"Dana Point, CA",33107
1600000US0617988,"Danville town, CA",43582
1600000US0617995,"Daphnedale Park, CA",129
1600000US0618030,"Darwin, CA",36
1600000US0618086,"Davenport, CA",388
1600000US0618100,"Davis, CA",66850
1600000US0618153,"Day Valley, CA",3410
1600000US0618324,"Deer Park, CA",1294
1600000US0618352,"Del Aire, CA",10338
1600000US0618394,"Delano, CA",51428
1600000US0618422,"Del Dios, CA",396
1600000US0618450,"Delft Colony, CA",412
1600000US0618464,"Delhi, CA",10656
1600000US0618485,"Delleker, CA",802
1600000US0618506,"Del Mar, CA",3954
1600000US0618590,"Del Monte Forest, CA",4204
1600000US0618674,"Del Rey, CA",1358
1600000US0618688,"Del Rey Oaks, CA",1592
1600000US0618695,"Del Rio, CA",1399
1600000US0618856,"Denair, CA",4865
1600000US0618926,"Derby Acres, CA",301
1600000US0618940,"Descanso, CA",1499
1600000US0618982,"Desert Center, CA",256
1600000US0618986,"Desert Edge, CA",4180
1600000US0618996,"Desert Hot Springs, CA",32512
1600000US0619022,"Desert Palms, CA",6686
1600000US0619024,"Desert Shores, CA",1128
1600000US0619052,"Desert View Highlands, CA",2676
1600000US0619150,"Diablo, CA",1255
1600000US0619155,"Diablo Grande, CA",1669
1600000US0619192,"Diamond Bar, CA",55072
1600000US0619220,"Diamond Springs, CA",11345
1600000US0619248,"Di Giorgio, CA",400
1600000US0619262,"Dillon Beach, CA",246
1600000US0619318,"Dinuba, CA",24563
1600000US0619339,"Discovery Bay, CA",15358
1600000US0619402,"Dixon, CA",18988
1600000US0619406,"Dixon Lane-MeadowCreek, CA",2780
1600000US0619416,"Dobbins, CA",551
1600000US0619440,"Dogtown, CA",2516
1600000US0619455,"Dollar Point, CA",1261
1600000US0619570,"Dorrington, CA",519
1600000US0619584,"Dorris, CA",860
1600000US0619612,"Dos Palos, CA",5798
1600000US0619654,"Dos Palos Y, CA",310
1600000US0619724,"Douglas , CA",868
1600000US0619766,"Downey, CA",114355
1600000US0619794,"Downieville, CA",290
1600000US0619878,"Doyle, CA",536
1600000US0619976,"Drytown, CA",186
1600000US0619990,"Duarte, CA",21727
1600000US0620018,"Dublin, CA",72589
1600000US0620032,"Ducor, CA",616
1600000US0620228,"Dunnigan, CA",1382
1600000US0620242,"Dunsmuir, CA",1707
1600000US0620270,"Durham, CA",5834
1600000US0620284,"Dustin Acres, CA",677
1600000US0620298,"Dutch Flat, CA",183
1600000US0620424,"Eagleville, CA",45
1600000US0620438,"Earlimart, CA",7679
1600000US0620515,"East Bakersfield, CA",9749
1600000US0620574,"Eastern Goleta Valley, CA",28656
1600000US0620598,"East Foothills, CA",6803
1600000US0620697,"East Hemet, CA",19432
1600000US0620802,"East Los Angeles, CA",118786
1600000US0620900,"East Nicolaus, CA",223
1600000US0620903,"East Niles, CA",28390
1600000US0620907,"East Oakdale, CA",3201
1600000US0620928,"Easton, CA",1972
1600000US0620942,"East Orosi, CA",423
1600000US0620956,"East Palo Alto, CA",30034
1600000US0620984,"East Pasadena, CA",6021
1600000US0621012,"East Porterville, CA",5549
1600000US0621026,"East Quincy, CA",2463
1600000US0621034,"East Rancho Dominguez, CA",15114
1600000US0621061,"East Richmond Heights, CA",3460
1600000US0621096,"East San Gabriel, CA",22769
1600000US0621138,"East Shore, CA",181
1600000US0621188,"East Sonora, CA",2431
1600000US0621210,"East Tulare Villa, CA",773
1600000US0621230,"Eastvale, CA",69757
1600000US0621292,"East Whittier, CA",10394
1600000US0621530,"Edgewood, CA",72
1600000US0621544,"Edison, CA",255
1600000US0621558,"Edmundson Acres, CA",296
1600000US0621565,"Edna, CA",184
1600000US0621600,"Edwards AFB, CA",2135
1600000US0621691,"El Adobe, CA",391
1600000US0621712,"El Cajon, CA",106215
1600000US0621782,"El Centro, CA",44322
1600000US0621788,"El Centro Naval Air Facility, CA",280
1600000US0621796,"El Cerrito, CA",25962
1600000US0621810,"El Cerrito, CA",5058
1600000US0621880,"El Dorado Hills, CA",50547
1600000US0621894,"Eldridge, CA",1312
1600000US0621916,"Elfin Forest, CA",600
1600000US0621936,"El Granada, CA",5481
1600000US0621964,"Elizabeth Lake, CA",1651
1600000US0622006,"Elk Creek, CA",138
1600000US0622020,"Elk Grove, CA",176124
1600000US0622034,"Elkhorn, CA",1588
1600000US0622104,"El Macero, CA",1074
1600000US0622146,"Elmira, CA",193
1600000US0622230,"El Monte, CA",109450
1600000US0622235,"El Monte Mobile Village, CA",156
1600000US0622286,"El Nido, CA",331
1600000US0622300,"El Paso de Robles (Paso Robles), CA",31490
1600000US0622328,"El Portal, CA",372
1600000US0622360,"El Rancho, CA",96
1600000US0622370,"El Rio, CA",7037
1600000US0622412,"El Segundo, CA",17272
1600000US0622454,"El Sobrante  (Contra Costa County), CA",15524
1600000US0622457,"El Sobrante  (Riverside County), CA",14039
1600000US0622510,"El Verano, CA",3867
1600000US0622524,"Elverta, CA",5435
1600000US0622587,"Emerald Lake Hills, CA",4406
1600000US0622594,"Emeryville, CA",12905
1600000US0622622,"Empire, CA",4202
1600000US0622678,"Encinitas, CA",62007
1600000US0622790,"Escalon, CA",7472
1600000US0622804,"Escondido, CA",151038
1600000US0622846,"Esparto, CA",3572
1600000US0622972,"Etna, CA",678
1600000US0623000,"Eucalyptus Hills, CA",5517
1600000US0623042,"Eureka, CA",26512
1600000US0623126,"Exeter, CA",10321
1600000US0623150,"Fairbanks Ranch, CA",3002
1600000US0623158,"Fairfax, CA",1879
1600000US0623168,"Fairfax town, CA",7605
1600000US0623182,"Fairfield, CA",119881
1600000US0623196,"Fairhaven, CA",165
1600000US0623210,"Fairmead, CA",1235
1600000US0623294,"Fair Oaks, CA",32514
1600000US0623350,"Fairview, CA",11341
1600000US0623462,"Fallbrook, CA",32267
1600000US0623532,"Fall River Mills, CA",616
1600000US0623616,"Farmersville, CA",10397
1600000US0623630,"Farmington, CA",220
1600000US0623812,"Fellows, CA",52
1600000US0623826,"Felton, CA",4489
1600000US0623910,"Ferndale, CA",1398
1600000US0623973,"Fetters Hot Springs-Agua Caliente, CA",4233
1600000US0623980,"Fiddletown, CA",279
1600000US0624008,"Fieldbrook, CA",827
1600000US0624022,"Fields Landing, CA",287
1600000US0624092,"Fillmore, CA",16419
1600000US0624134,"Firebaugh, CA",8096
1600000US0624218,"Fish Camp, CA",49
1600000US0624477,"Florence-Graham, CA",61983
1600000US0624498,"Florin, CA",52388
1600000US0624526,"Floriston, CA",80
1600000US0624568,"Flournoy, CA",117
1600000US0624638,"Folsom, CA",80454
1600000US0624680,"Fontana, CA",208393
1600000US0624722,"Foothill Farms, CA",35834
1600000US0624750,"Forbestown, CA",396
1600000US0624764,"Ford , CA",4348
1600000US0624834,"Foresthill, CA",1692
1600000US0624897,"Forest Meadows, CA",1276
1600000US0624918,"Forest Ranch, CA",1304
1600000US0624960,"Forestville, CA",3264
1600000US0625030,"Fort Bidwell, CA",180
1600000US0625058,"Fort Bragg, CA",6983
1600000US0625086,"Fort Dick, CA",912
1600000US0625093,"Fort Hunter Liggett, CA",250
1600000US0625114,"Fort Irwin, CA",8096
1600000US0625128,"Fort Jones, CA",695
1600000US0625296,"Fortuna, CA",12516
1600000US0625300,"Fort WA, CA",255
1600000US0625338,"Foster , CA",33805
1600000US0625380,"Fountain Valley, CA",57047
1600000US0625436,"Fowler, CA",6700
1600000US0625488,"Franklin  (Merced County), CA",6919
1600000US0625506,"Franklin  (Sacramento County), CA",167
1600000US0625534,"Frazier Park, CA",2592
1600000US0625576,"Freedom, CA",3835
1600000US0625590,"Freeport, CA",58
1600000US0626000,"Fremont, CA",230504
1600000US0626028,"French Camp, CA",3770
1600000US0626056,"French Gulch, CA",373
1600000US0626067,"French Valley, CA",35280
1600000US0627000,"Fresno, CA",542107
1600000US0627014,"Friant, CA",446
1600000US0627080,"Fruitdale, CA",989
1600000US0627130,"Fruitridge Pocket, CA",6102
1600000US0627190,"Fuller Acres, CA",917
1600000US0628000,"Fullerton, CA",143617
1600000US0628014,"Fulton, CA",551
1600000US0628021,"Furnace Creek, CA",136
1600000US0628112,"Galt, CA",25383
1600000US0628154,"Garberville, CA",818
1600000US0628168,"Gardena, CA",61027
1600000US0628182,"Garden Acres, CA",11398
1600000US0628210,"Garden Farms, CA",449
1600000US0629000,"Garden Grove, CA",171949
1600000US0629070,"Garey, CA",72
1600000US0629112,"Garnet, CA",7118
1600000US0629154,"Gasquet, CA",657
1600000US0629252,"Gazelle, CA",95
1600000US0629350,"Georgetown, CA",2255
1600000US0629392,"Gerber, CA",1044
1600000US0629420,"Geyserville, CA",861
1600000US0629504,"Gilroy, CA",59520
1600000US0630000,"Glendale, CA",196543
1600000US0630014,"Glendora, CA",52558
1600000US0630028,"Glen Ellen, CA",714
1600000US0630126,"Glennville, CA",158
1600000US0630282,"Golden Hills, CA",9578
1600000US0630339,"Gold Mountain, CA",73
1600000US0630345,"Gold River, CA",7844
1600000US0630378,"Goleta, CA",32690
1600000US0630392,"Gonzales, CA",8647
1600000US0630410,"Good Hope, CA",9468
1600000US0630412,"Goodmanville, CA",121
1600000US0630420,"Goodyears Bar, CA",69
1600000US0630476,"Goshen, CA",4968
1600000US0630560,"Graeagle, CA",724
1600000US0630658,"Grand Terrace, CA",13150
1600000US0630686,"Grangeville, CA",508
1600000US0630693,"Granite Bay, CA",21247
1600000US0630703,"Granite Hills, CA",3267
1600000US0630714,"Graniteville, CA",1
1600000US0630798,"Grass Valley, CA",14016
1600000US0630812,"Graton, CA",1683
1600000US0630882,"Grayson, CA",1041
1600000US0630900,"Greeley Hill, CA",927
1600000US0630938,"Greenacres, CA",5496
1600000US0630944,"Green Acres, CA",2918
1600000US0630987,"Greenfield, CA",3447
1600000US0630994,"Greenfield, CA",18937
1600000US0631029,"Greenhorn, CA",247
1600000US0631092,"Green Valley  (Los Angeles County), CA",1036
1600000US0631099,"Green Valley  (Solano County), CA",1654
1600000US0631134,"Greenview, CA",208
1600000US0631162,"Greenville, CA",1026
1600000US0631246,"Grenada, CA",314
1600000US0631260,"Gridley, CA",7421
1600000US0631288,"Grimes, CA",296
1600000US0631302,"Grizzly Flats, CA",1093
1600000US0631372,"Groveland, CA",540
1600000US0631393,"Grover Beach, CA",12701
1600000US0631414,"Guadalupe, CA",8057
1600000US0631470,"Guerneville, CA",4552
1600000US0631540,"Guinda, CA",245
1600000US0631568,"Gustine, CA",6110
1600000US0631596,"Hacienda Heights, CA",54191
1600000US0631708,"Half Moon Bay, CA",11795
1600000US0631883,"Hamilton Branch, CA",505
1600000US0631890,"Hamilton , CA",2263
1600000US0631960,"Hanford, CA",57990
1600000US0632030,"Happy Camp, CA",905
1600000US0632036,"Happy Valley, CA",4949
1600000US0632044,"Harbison Canyon, CA",4048
1600000US0632156,"Hardwick, CA",151
1600000US0632212,"Harmony Grove, CA",2079
1600000US0632324,"Hartland, CA",69
1600000US0632340,"Hartley, CA",2430
1600000US0632385,"Hasley Canyon, CA",1195
1600000US0632408,"Hat Creek, CA",266
1600000US0632506,"Hawaiian Gardens, CA",14149
1600000US0632548,"Hawthorne, CA",88083
1600000US0632562,"Hayfork, CA",2324
1600000US0633000,"Hayward, CA",162954
1600000US0633056,"Healdsburg, CA",11340
1600000US0633084,"Heber, CA",6896
1600000US0633182,"Hemet, CA",89833
1600000US0633294,"Herald, CA",1160
1600000US0633308,"Hercules, CA",26016
1600000US0633336,"Herlong, CA",237
1600000US0633364,"Hermosa Beach, CA",19728
1600000US0633434,"Hesperia, CA",99818
1600000US0633504,"Hickman, CA",604
1600000US0633518,"Hidden Hills, CA",1725
1600000US0633532,"Hidden Meadows, CA",4484
1600000US0633549,"Hidden Valley Lake, CA",6235
1600000US0633574,"Highgrove, CA",7515
1600000US0633588,"Highland, CA",56999
1600000US0633632,"Highlands, CA",2359
1600000US0633689,"Hillcrest, CA",10528
1600000US0633798,"Hillsborough town, CA",11387
1600000US0633861,"Hilmar-Irwin, CA",5164
1600000US0633935,"Hiouchi, CA",314
1600000US0634120,"Hollister, CA",41678
1600000US0634246,"Holtville, CA",5605
1600000US0634281,"Home Garden, CA",1653
1600000US0634302,"Home Gardens, CA",11203
1600000US0634316,"Homeland, CA",6772
1600000US0634392,"Homestead Valley, CA",2789
1600000US0634405,"Homewood Canyon, CA",40
1600000US0634428,"Honcut, CA",306
1600000US0634484,"Hood, CA",244
1600000US0634540,"Hoopa, CA",3167
1600000US0634652,"Hopland, CA",661
1600000US0634694,"Hornbrook, CA",266
1600000US0634708,"Hornitos, CA",38
1600000US0634904,"Hughson, CA",7481
1600000US0634928,"Humboldt Hill, CA",3498
1600000US0636000,"Huntington Beach, CA",198711
1600000US0636056,"Huntington Park, CA",54883
1600000US0636084,"Huron, CA",6206
1600000US0636098,"Hyampom, CA",241
1600000US0636126,"Hydesville, CA",1244
1600000US0636135,"Hypericum, CA",125
1600000US0636168,"Idlewild, CA",32
1600000US0636203,"Idyllwild-Pine Cove, CA",4163
1600000US0636252,"Igo, CA",103
1600000US0636280,"Imperial, CA",20263
1600000US0636294,"Imperial Beach, CA",26137
1600000US0636350,"Independence, CA",593
1600000US0636364,"Indian Falls, CA",79
1600000US0636420,"Indianola, CA",791
1600000US0636434,"Indian Wells, CA",4757
1600000US0636448,"Indio, CA",89137
1600000US0636452,"Indio Hills, CA",1048
1600000US0636490,"Industry, CA",264
1600000US0636546,"Inglewood, CA",107762
1600000US0636613,"Interlaken, CA",7368
1600000US0636616,"Inverness, CA",1379
1600000US0636658,"Inyokern, CA",988
1600000US0636672,"Ione, CA",5141
1600000US0636735,"Iron Horse, CA",269
1600000US0636770,"Irvine, CA",307670
1600000US0636826,"Irwindale, CA",1472
1600000US0636868,"Isla Vista, CA",15500
1600000US0636882,"Isleton, CA",794
1600000US0636910,"Ivanhoe, CA",4468
1600000US0636980,"Jackson, CA",5019
1600000US0637022,"Jacumba, CA",540
1600000US0637106,"Jamestown, CA",3478
1600000US0637120,"Jamul, CA",6179
1600000US0637134,"Janesville, CA",2461
1600000US0637274,"Jenner, CA",122
1600000US0637400,"Johannesburg, CA",113
1600000US0637442,"Johnson Park, CA",686
1600000US0637484,"Johnstonville, CA",973
1600000US0637512,"Johnsville, CA",22
1600000US0637533,"Jones Valley, CA",1160
1600000US0637554,"Joshua Tree, CA",6489
1600000US0637568,"Jovista, CA",41
1600000US0637582,"Julian, CA",1768
1600000US0637596,"Junction , CA",658
1600000US0637624,"June Lake, CA",611
1600000US0637692,"Jurupa Valley, CA",105053
1600000US0637904,"Keddie, CA",51
1600000US0637918,"Keeler, CA",71
1600000US0637946,"Keene, CA",469
1600000US0638024,"Kelly Ridge, CA",3006
1600000US0638044,"Kelseyville, CA",3382
1600000US0638065,"Kennedy, CA",3223
1600000US0638076,"Kennedy Meadows, CA",58
1600000US0638086,"Kensington, CA",5428
1600000US0638114,"Kentfield, CA",6808
1600000US0638156,"Kenwood, CA",852
1600000US0638177,"Kep'el, CA",76
1600000US0638226,"Kerman, CA",16016
1600000US0638310,"Kernville, CA",1549
1600000US0638352,"Keswick, CA",188
1600000US0638394,"Kettleman , CA",1242
1600000US0638422,"Keyes, CA",5672
1600000US0638520,"King , CA",13332
1600000US0638548,"Kings Beach, CA",3563
1600000US0638562,"Kingsburg, CA",12380
1600000US0638604,"Kingvale, CA",128
1600000US0638646,"Kirkwood, CA",190
1600000US0638702,"Klamath, CA",1088
1600000US0638772,"Knightsen, CA",1596
1600000US0638786,"Knights Ferry, CA",112
1600000US0638800,"Knights Landing, CA",1117
1600000US0639003,"La Cañada Flintridge, CA",20573
1600000US0639045,"La Crescenta-Montrose, CA",19997
1600000US0639052,"La Cresta, CA",8787
1600000US0639094,"Ladera, CA",1557
1600000US0639108,"Ladera Heights, CA",6654
1600000US0639114,"Ladera Ranch, CA",26170
1600000US0639122,"Lafayette, CA",25391
1600000US0639164,"La Grange, CA",166
1600000US0639178,"Laguna Beach, CA",23032
1600000US0639220,"Laguna Hills, CA",31374
1600000US0639248,"Laguna Niguel, CA",64355
1600000US0639259,"Laguna Woods, CA",17644
1600000US0639283,"Lagunitas-Forest Knolls, CA",1924
1600000US0639290,"La Habra, CA",63097
1600000US0639304,"La Habra Heights, CA",5682
1600000US0639318,"La Honda, CA",979
1600000US0639411,"Lake Almanor Country Club, CA",451
1600000US0639420,"Lake Almanor Peninsula, CA",366
1600000US0639425,"Lake Almanor West, CA",211
1600000US0639444,"Lake Arrowhead, CA",12401
1600000US0639460,"Lake CA, CA",3377
1600000US0639472,"Lake , CA",71
1600000US0639483,"Lake Davis, CA",72
1600000US0639484,"Lake Don Pedro, CA",1765
1600000US0639486,"Lake Elsinore, CA",70265
1600000US0639496,"Lake Forest, CA",85858
1600000US0639514,"Lakehead, CA",469
1600000US0639556,"Lake Hughes, CA",544
1600000US0639570,"Lake Isabella, CA",3573
1600000US0639598,"Lakeland Village, CA",12364
1600000US0639612,"Lake Los Angeles, CA",13187
1600000US0639645,"Lake Mathews, CA",5972
1600000US0639670,"Lake Nacimiento, CA",2956
1600000US0639690,"Lake of the Pines, CA",4301
1600000US0639696,"Lake of the Woods, CA",790
1600000US0639710,"Lakeport, CA",5026
1600000US0639715,"Lake Riverside, CA",1375
1600000US0639724,"Lake San Marcos, CA",5328
1600000US0639728,"Lake Shastina, CA",2401
1600000US0639735,"Lake Sherwood, CA",1759
1600000US0639759,"Lakeside  (Kern County), CA",843
1600000US0639766,"Lakeside  (San Diego County), CA",21152
1600000US0639836,"Lakeview, CA",1977
1600000US0639885,"Lake Wildwood, CA",5158
1600000US0639892,"Lakewood, CA",82496
1600000US0640004,"La Mesa, CA",61121
1600000US0640032,"La Mirada, CA",48008
1600000US0640088,"Lamont, CA",14049
1600000US0640116,"Lanare, CA",540
1600000US0640130,"Lancaster, CA",173516
1600000US0640256,"La Palma, CA",15581
1600000US0640312,"La Porte, CA",65
1600000US0640326,"La Presa, CA",35033
1600000US0640340,"La Puente, CA",38062
1600000US0640354,"La Quinta, CA",37558
1600000US0640410,"La Riviera, CA",11252
1600000US0640426,"Larkfield-Wikiup, CA",8492
1600000US0640438,"Larkspur, CA",13064
1600000US0640508,"La Selva Beach, CA",2531
1600000US0640526,"Las Flores  (Orange County), CA",5995
1600000US0640536,"Las Flores  (Tehama County), CA",190
1600000US0640592,"Las Lomas, CA",3046
1600000US0640704,"Lathrop, CA",28701
1600000US0640746,"Laton, CA",1622
1600000US0640830,"La Verne, CA",31334
1600000US0640872,"La Vina, CA",637
1600000US0640886,"Lawndale, CA",31807
1600000US0640928,"Laytonville, CA",1152
1600000US0640956,"Lebec, CA",1239
1600000US0640998,"Lee Vining, CA",217
1600000US0641026,"Leggett, CA",77
1600000US0641040,"Le Grand, CA",1592
1600000US0641110,"Lemon Cove, CA",298
1600000US0641124,"Lemon Grove, CA",27627
1600000US0641142,"Lemon Hill, CA",14496
1600000US0641152,"Lemoore, CA",27038
1600000US0641166,"Lemoore Station, CA",6568
1600000US0641180,"Lennox, CA",20323
1600000US0641194,"Lenwood, CA",3623
1600000US0641208,"Leona Valley, CA",1555
1600000US0641278,"Lewiston, CA",1222
1600000US0641282,"Lexington Hills, CA",2492
1600000US0641390,"Likely, CA",58
1600000US0641474,"Lincoln, CA",49757
1600000US0641558,"Lincoln Village, CA",4401
1600000US0641572,"Linda, CA",21654
1600000US0641656,"Lindcove, CA",189
1600000US0641670,"Linden, CA",1863
1600000US0641712,"Lindsay, CA",12659
